quarter_day,feature,shap_value,updated_at
2023Q1_day5,china rev yoy,0.128885466,2026-04-30 38:31:0
2023Q1_day5,revenue qoq,0.062306306,2026-04-30 38:31:0
2023Q1_day5,beta sp500,0.081473651,2026-04-30 38:31:0
2023Q1_day5,beta sp500 it,-0.383024573,2026-04-30 38:31:0
2023Q1_day5,beta nasdaq,-0.324316962,2026-04-30 38:31:0
2023Q1_day5,cadence return 30d,0.315945856,2026-04-30 38:31:0
2023Q1_day5,siemens return 30d,-0.011866546,2026-04-30 38:31:0
2023Q1_day5,vix,-0.059249651,2026-04-30 38:31:0
2023Q1_day5,vix change 30d,-0.385840812,2026-04-30 38:31:0
2023Q1_day5,high volatility,-0.38512193,2026-04-30 38:31:0
2023Q1_day5,cpi,0.281485142,2026-04-30 38:31:0
2023Q1_day5,unemployment rate,-0.154813418,2026-04-30 38:31:0
2023Q1_day5,analyst sentiment score,-0.442327534,2026-04-30 38:31:0
2023Q1_day5,analyst consensus strength,-0.138682587,2026-04-30 38:31:0
2023Q1_day5,analyst bullish ratio,-0.130348868,2026-04-30 38:31:0
2023Q1_day6,analyst bearish ratio,-0.092751637,2026-04-30 38:31:0
2023Q1_day6,analyst coverage,0.066640131,2026-04-30 38:31:0
2023Q1_day6,analyst rating momentum,-0.143624586,2026-04-30 38:31:0
2023Q1_day6,analyst positive momentum,0.376726838,2026-04-30 38:31:0
2023Q1_day6,analyst price target upside,-0.02892146,2026-04-30 38:31:0
2023Q1_day6,reaction days,0.112625671,2026-04-30 38:31:0
2023Q1_day6,cortex sentiment,-0.763838635,2026-04-30 38:31:0
2023Q1_day6,earnings surprise pct,1.668186731,2026-04-30 38:31:0
2023Q1_day6,actual eps,0.917932866,2026-04-30 38:31:0
2023Q1_day6,operating margin,0.309553362,2026-04-30 38:31:0
2023Q1_day6,guidance surprise pct,-0.091336224,2026-04-30 38:31:0
2023Q1_day6,guidance eps,0.96023016,2026-04-30 38:31:0
2023Q1_day6,china rev yoy,0.266889239,2026-04-30 38:31:0
2023Q1_day6,revenue qoq,0.024685197,2026-04-30 38:31:0
2023Q1_day6,beta sp500,0.319644113,2026-04-30 38:31:0
2023Q1_day6,beta sp500 it,-0.155186535,2026-04-30 38:31:0
2023Q1_day6,beta nasdaq,0.422804232,2026-04-30 38:31:0
2023Q1_day6,cadence return 30d,0.689669437,2026-04-30 38:31:0
2023Q1_day6,siemens return 30d,-0.108851568,2026-04-30 38:31:0
2023Q1_day6,vix,-0.622751261,2026-04-30 38:31:0
2023Q1_day6,vix change 30d,0.326692239,2026-04-30 38:31:0
2023Q1_day6,high volatility,0.389786073,2026-04-30 38:31:0
2023Q1_day6,cpi,-0.156858008,2026-04-30 38:31:0
2023Q1_day6,unemployment rate,-0.126056045,2026-04-30 38:31:0
2023Q1_day6,analyst sentiment score,-0.669070765,2026-04-30 38:31:0
2023Q1_day6,analyst consensus strength,-0.403335153,2026-04-30 38:31:0
2023Q1_day6,analyst bullish ratio,-0.275595584,2026-04-30 38:31:0
2023Q1_day7,analyst bearish ratio,-0.30124223,2026-04-30 38:31:0
2023Q1_day7,analyst coverage,-0.23033927,2026-04-30 38:31:0
2023Q1_day7,analyst rating momentum,-0.010405466,2026-04-30 38:31:0
2023Q1_day7,analyst positive momentum,0.07026442,2026-04-30 38:31:0
2023Q1_day7,analyst price target upside,0.460100099,2026-04-30 38:31:0
2023Q1_day7,reaction days,-0.049670808,2026-04-30 38:31:0
2023Q1_day7,cortex sentiment,0.090593439,2026-04-30 38:31:0
2023Q1_day7,earnings surprise pct,0.671606693,2026-04-30 38:31:0
2023Q1_day7,actual eps,0.770321774,2026-04-30 38:31:0
2023Q1_day7,operating margin,0.202445848,2026-04-30 38:31:0
2023Q1_day7,guidance surprise pct,0.126366787,2026-04-30 38:31:0
2023Q1_day7,guidance eps,1.029445848,2026-04-30 38:31:0
2023Q1_day7,china rev yoy,0.049935662,2026-04-30 38:31:0
2023Q1_day7,revenue qoq,0.147735379,2026-04-30 38:31:0
2023Q1_day7,beta sp500,0.086750593,2026-04-30 38:31:0
2023Q1_day7,beta sp500 it,0.736590042,2026-04-30 38:31:0
2023Q1_day7,beta nasdaq,-0.191321995,2026-04-30 38:31:0
2023Q1_day7,cadence return 30d,-0.159299087,2026-04-30 38:31:0
2023Q1_day7,siemens return 30d,-0.186942158,2026-04-30 38:31:0
2023Q1_day7,vix,-0.67773856,2026-04-30 38:31:0
2023Q1_day7,vix change 30d,-0.718693564,2026-04-30 38:31:0
2023Q1_day7,high volatility,0.194508266,2026-04-30 38:31:0
2023Q1_day7,cpi,0.426151274,2026-04-30 38:31:0
2023Q1_day7,unemployment rate,-0.171223888,2026-04-30 38:31:0
2023Q1_day7,analyst sentiment score,-0.999413344,2026-04-30 38:31:0
2023Q1_day7,analyst consensus strength,0.141424667,2026-04-30 38:31:0
2023Q1_day7,analyst bullish ratio,-0.165666913,2026-04-30 38:31:0
2023Q1_day8,analyst bearish ratio,0.189879545,2026-04-30 38:31:0
2023Q1_day8,analyst coverage,0.060876906,2026-04-30 38:31:0
2023Q1_day8,analyst rating momentum,-0.454723234,2026-04-30 38:31:0
2023Q1_day8,analyst positive momentum,0.46425156,2026-04-30 38:31:0
2023Q1_day8,analyst price target upside,0.509175535,2026-04-30 38:31:0
2023Q1_day8,reaction days,0.027442262,2026-04-30 38:31:0
2023Q1_day8,cortex sentiment,-0.732620936,2026-04-30 38:31:0
2023Q1_day8,earnings surprise pct,0.971519234,2026-04-30 38:31:0
2023Q1_day8,actual eps,1.000674074,2026-04-30 38:31:0
2023Q1_day8,operating margin,0.197563282,2026-04-30 38:31:0
2023Q1_day8,guidance surprise pct,2.006122723,2026-04-30 38:31:0
2023Q1_day8,guidance eps,0.693831664,2026-04-30 38:31:0
2023Q1_day8,china rev yoy,-0.239489173,2026-04-30 38:31:0
2023Q1_day8,revenue qoq,-0.413795768,2026-04-30 38:31:0
2023Q1_day8,beta sp500,-0.219279012,2026-04-30 38:31:0
2023Q1_day8,beta sp500 it,-0.009938092,2026-04-30 38:31:0
2023Q1_day8,beta nasdaq,0.538367359,2026-04-30 38:31:0
2023Q1_day8,cadence return 30d,-0.15528339,2026-04-30 38:31:0
2023Q1_day8,siemens return 30d,0.067136385,2026-04-30 38:31:0
2023Q1_day8,vix,-0.408211448,2026-04-30 38:31:0
2023Q1_day8,vix change 30d,0.194196637,2026-04-30 38:31:0
2023Q1_day8,high volatility,0.863466213,2026-04-30 38:31:0
2023Q1_day8,cpi,-0.159260632,2026-04-30 38:31:0
2023Q1_day8,unemployment rate,-0.146831833,2026-04-30 38:31:0
2023Q1_day8,analyst sentiment score,0.126496526,2026-04-30 38:31:0
2023Q1_day8,analyst consensus strength,0.204567447,2026-04-30 38:31:0
2023Q1_day8,analyst bullish ratio,0.554012198,2026-04-30 38:31:0
2023Q1_day9,analyst bearish ratio,0.175178456,2026-04-30 38:31:0
2023Q1_day9,analyst coverage,-0.107787627,2026-04-30 38:31:0
2023Q1_day9,analyst rating momentum,0.177196449,2026-04-30 38:31:0
2023Q1_day9,analyst positive momentum,0.332611074,2026-04-30 38:31:0
2023Q1_day9,analyst price target upside,0.314096436,2026-04-30 38:31:0
2023Q1_day9,reaction days,0.251454806,2026-04-30 38:31:0
2023Q1_day9,cortex sentiment,0.140004814,2026-04-30 38:31:0
2023Q1_day9,earnings surprise pct,1.501577354,2026-04-30 38:31:0
2023Q1_day9,actual eps,1.629295395,2026-04-30 38:31:0
2023Q1_day9,operating margin,0.194612966,2026-04-30 38:31:0
2023Q1_day9,guidance surprise pct,0.699729152,2026-04-30 38:31:0
2023Q1_day9,guidance eps,0.888028212,2026-04-30 38:31:0
2023Q1_day9,china rev yoy,0.36195269,2026-04-30 38:31:0
2023Q1_day9,revenue qoq,-0.245080701,2026-04-30 38:31:0
2023Q1_day9,beta sp500,0.110601993,2026-04-30 38:31:0
2023Q1_day9,beta sp500 it,-0.118001644,2026-04-30 38:31:0
2023Q1_day9,beta nasdaq,0.008623447,2026-04-30 38:31:0
2023Q1_day9,cadence return 30d,0.383535559,2026-04-30 38:31:0
2023Q1_day9,siemens return 30d,0.05732972,2026-04-30 38:31:0
2023Q1_day9,vix,-0.376781726,2026-04-30 38:31:0
2023Q1_day9,vix change 30d,-1.07992807,2026-04-30 38:31:0
2023Q1_day9,high volatility,-0.026873217,2026-04-30 38:31:0
2023Q1_day9,cpi,0.193645254,2026-04-30 38:31:0
2023Q1_day9,unemployment rate,0.648976417,2026-04-30 38:31:0
2023Q1_day9,analyst sentiment score,-0.684666941,2026-04-30 38:31:0
2023Q1_day9,analyst consensus strength,0.065745098,2026-04-30 38:31:0
2023Q1_day9,analyst bullish ratio,0.074815105,2026-04-30 38:31:0
2023Q1_day10,analyst bearish ratio,0.473235984,2026-04-30 38:31:0
2023Q1_day10,analyst coverage,-0.02858866,2026-04-30 38:31:0
2023Q1_day10,analyst rating momentum,0.083706458,2026-04-30 38:31:0
2023Q1_day10,analyst positive momentum,0.182368953,2026-04-30 38:31:0
2023Q1_day10,analyst price target upside,0.187321825,2026-04-30 38:31:0
2023Q1_day10,reaction days,0.060713277,2026-04-30 38:31:0
2023Q1_day10,cortex sentiment,-0.383546004,2026-04-30 38:31:0
2023Q1_day10,earnings surprise pct,1.44417905,2026-04-30 38:31:0
2023Q1_day10,actual eps,0.18409082,2026-04-30 38:31:0
2023Q1_day10,operating margin,0.039890902,2026-04-30 38:31:0
2023Q1_day10,guidance surprise pct,0.379927511,2026-04-30 38:31:0
2023Q1_day10,guidance eps,1.517027977,2026-04-30 38:31:0
2023Q1_day10,china rev yoy,-0.456956071,2026-04-30 38:31:0
2023Q1_day10,revenue qoq,-0.167676554,2026-04-30 38:31:0
2023Q1_day10,beta sp500,0.113163563,2026-04-30 38:31:0
2023Q1_day10,beta sp500 it,0.469657209,2026-04-30 38:31:0
2023Q1_day10,beta nasdaq,-0.019725078,2026-04-30 38:31:0
2023Q1_day10,cadence return 30d,-0.166559858,2026-04-30 38:31:0
2023Q1_day10,siemens return 30d,0.564347121,2026-04-30 38:31:0
2023Q1_day10,vix,-1.12400695,2026-04-30 38:31:0
2023Q1_day10,vix change 30d,-1.499402978,2026-04-30 38:31:0
2023Q1_day10,high volatility,-0.179992775,2026-04-30 38:31:0
2023Q1_day10,cpi,-0.150616267,2026-04-30 38:31:0
2023Q1_day10,unemployment rate,-0.306369845,2026-04-30 38:31:0
2023Q1_day10,analyst sentiment score,-0.074986132,2026-04-30 38:31:0
2023Q1_day10,analyst consensus strength,0.073140214,2026-04-30 38:31:0
2023Q1_day10,analyst bullish ratio,-0.169223589,2026-04-30 38:31:0
2023Q2_day1,analyst bearish ratio,-0.38409132,2026-04-30 38:31:0
2023Q2_day1,analyst coverage,0.261737198,2026-04-30 38:31:0
2023Q2_day1,analyst rating momentum,0.195060353,2026-04-30 38:31:0
2023Q2_day1,analyst positive momentum,-0.029752759,2026-04-30 38:31:0
2023Q2_day1,analyst price target upside,0.519327399,2026-04-30 38:31:0
2023Q2_day1,reaction days,-0.064016953,2026-04-30 38:31:0
2023Q2_day1,cortex sentiment,-1.415315103,2026-04-30 38:31:0
2023Q2_day1,earnings surprise pct,0.384855158,2026-04-30 38:31:0
2023Q2_day1,actual eps,0.77264839,2026-04-30 38:31:0
2023Q2_day1,operating margin,0.073001835,2026-04-30 38:31:0
2023Q2_day1,guidance surprise pct,0.655258365,2026-04-30 38:31:0
2023Q2_day1,guidance eps,1.011233238,2026-04-30 38:31:0
2023Q2_day1,china rev yoy,-0.375461827,2026-04-30 38:31:0
2023Q2_day1,revenue qoq,0.433129381,2026-04-30 38:31:0
2023Q2_day1,beta sp500,-0.024645354,2026-04-30 38:31:0
2023Q2_day1,beta sp500 it,0.335188749,2026-04-30 38:31:0
2023Q2_day1,beta nasdaq,0.102817604,2026-04-30 38:31:0
2023Q2_day1,cadence return 30d,0.137025966,2026-04-30 38:31:0
2023Q2_day1,siemens return 30d,0.170930184,2026-04-30 38:31:0
2023Q2_day1,vix,-0.17614572,2026-04-30 38:31:0
2023Q2_day1,vix change 30d,-0.07863862,2026-04-30 38:31:0
2023Q2_day1,high volatility,0.264576265,2026-04-30 38:31:0
2023Q2_day1,cpi,0.058956351,2026-04-30 38:31:0
2023Q2_day1,unemployment rate,0.212701127,2026-04-30 38:31:0
2023Q2_day1,analyst sentiment score,-0.553841417,2026-04-30 38:31:0
2023Q2_day1,analyst consensus strength,0.432035165,2026-04-30 38:31:0
2023Q2_day1,analyst bullish ratio,-0.202917691,2026-04-30 38:31:0
2023Q2_day2,analyst bearish ratio,0.54028213,2026-04-30 38:31:0
2023Q2_day2,analyst coverage,-0.012047385,2026-04-30 38:31:0
2023Q2_day2,analyst rating momentum,-0.429232531,2026-04-30 38:31:0
2023Q2_day2,analyst positive momentum,0.038431324,2026-04-30 38:31:0
2023Q2_day2,analyst price target upside,0.013789669,2026-04-30 38:31:0
2023Q2_day2,reaction days,0.31812871,2026-04-30 38:31:0
2023Q2_day2,cortex sentiment,-0.891574388,2026-04-30 38:31:0
2023Q2_day2,earnings surprise pct,0.53228994,2026-04-30 38:31:0
2023Q2_day2,actual eps,-0.333724439,2026-04-30 38:31:0
2023Q2_day2,operating margin,-0.135691896,2026-04-30 38:31:0
2023Q2_day2,guidance surprise pct,-0.654327596,2026-04-30 38:31:0
2023Q2_day2,guidance eps,-0.150341694,2026-04-30 38:31:0
2023Q2_day2,china rev yoy,0.228124397,2026-04-30 38:31:0
2023Q2_day2,revenue qoq,0.235740048,2026-04-30 38:31:0
2023Q2_day2,beta sp500,0.127637269,2026-04-30 38:31:0
2023Q2_day2,beta sp500 it,-0.290092843,2026-04-30 38:31:0
2023Q2_day2,beta nasdaq,-0.014313407,2026-04-30 38:31:0
2023Q2_day2,cadence return 30d,-0.001080762,2026-04-30 38:31:0
2023Q2_day2,siemens return 30d,-0.347509407,2026-04-30 38:31:0
2023Q2_day2,vix,0.351699151,2026-04-30 38:31:0
2023Q2_day2,vix change 30d,0.038681145,2026-04-30 38:31:0
2023Q2_day2,high volatility,-0.510482087,2026-04-30 38:31:0
2023Q2_day2,cpi,0.008065752,2026-04-30 38:31:0
2023Q2_day2,unemployment rate,0.062514842,2026-04-30 38:31:0
2023Q2_day2,analyst sentiment score,-1.725040921,2026-04-30 38:31:0
2023Q2_day2,analyst consensus strength,-0.074153215,2026-04-30 38:31:0
2023Q2_day2,analyst bullish ratio,-0.204595274,2026-04-30 38:31:0
2023Q2_day3,analyst bearish ratio,-0.300486003,2026-04-30 38:31:0
2023Q2_day3,analyst coverage,-0.084330088,2026-04-30 38:31:0
2023Q2_day3,analyst rating momentum,0.539305958,2026-04-30 38:31:0
2023Q2_day3,analyst positive momentum,0.192252858,2026-04-30 38:31:0
2023Q2_day3,analyst price target upside,0.035764202,2026-04-30 38:31:0
2023Q2_day3,reaction days,0.264516556,2026-04-30 38:31:0
2023Q2_day3,cortex sentiment,0.339613262,2026-04-30 38:31:0
2023Q2_day3,earnings surprise pct,1.35478021,2026-04-30 38:31:0
2023Q2_day3,actual eps,0.835778222,2026-04-30 38:31:0
2023Q2_day3,operating margin,-0.194081033,2026-04-30 38:31:0
2023Q2_day3,guidance surprise pct,1.218933988,2026-04-30 38:31:0
2023Q2_day3,guidance eps,1.036091231,2026-04-30 38:31:0
2023Q2_day3,china rev yoy,0.268557966,2026-04-30 38:31:0
2023Q2_day3,revenue qoq,0.190551541,2026-04-30 38:31:0
2023Q2_day3,beta sp500,0.314865815,2026-04-30 38:31:0
2023Q2_day3,beta sp500 it,-0.160570563,2026-04-30 38:31:0
2023Q2_day3,beta nasdaq,0.39521822,2026-04-30 38:31:0
2023Q2_day3,cadence return 30d,0.059279881,2026-04-30 38:31:0
2023Q2_day3,siemens return 30d,0.622578262,2026-04-30 38:31:0
2023Q2_day3,vix,-0.744593909,2026-04-30 38:31:0
2023Q2_day3,vix change 30d,0.467981902,2026-04-30 38:31:0
2023Q2_day3,high volatility,-0.301044608,2026-04-30 38:31:0
2023Q2_day3,cpi,-0.195425401,2026-04-30 38:31:0
2023Q2_day3,unemployment rate,-0.14516575,2026-04-30 38:31:0
2023Q2_day3,analyst sentiment score,-0.692208385,2026-04-30 38:31:0
2023Q2_day3,analyst consensus strength,0.127249784,2026-04-30 38:31:0
2023Q2_day3,analyst bullish ratio,0.156850646,2026-04-30 38:31:0
2023Q2_day4,analyst bearish ratio,-0.172110001,2026-04-30 38:31:0
2023Q2_day4,analyst coverage,-0.007306378,2026-04-30 38:31:0
2023Q2_day4,analyst rating momentum,0.642681108,2026-04-30 38:31:0
2023Q2_day4,analyst positive momentum,0.518262951,2026-04-30 38:31:0
2023Q2_day4,analyst price target upside,0.237264734,2026-04-30 38:31:0
2023Q2_day4,reaction days,0.157600696,2026-04-30 38:31:0
2023Q2_day4,cortex sentiment,-0.427981204,2026-04-30 38:31:0
2023Q2_day4,earnings surprise pct,1.168110784,2026-04-30 38:31:0
2023Q2_day4,actual eps,0.186324461,2026-04-30 38:31:0
2023Q2_day4,operating margin,-0.077212961,2026-04-30 38:31:0
2023Q2_day4,guidance surprise pct,-0.201150444,2026-04-30 38:31:0
2023Q2_day4,guidance eps,1.039533874,2026-04-30 38:31:0
2023Q2_day4,china rev yoy,0.194158782,2026-04-30 38:31:0
2023Q2_day4,revenue qoq,-0.144955939,2026-04-30 38:31:0
2023Q2_day4,beta sp500,0.472196029,2026-04-30 38:31:0
2023Q2_day4,beta sp500 it,-0.367729699,2026-04-30 38:31:0
2023Q2_day4,beta nasdaq,-0.439312464,2026-04-30 38:31:0
2023Q2_day4,cadence return 30d,0.067335546,2026-04-30 38:31:0
2023Q2_day4,siemens return 30d,0.314129491,2026-04-30 38:31:0
2023Q2_day4,vix,0.441963846,2026-04-30 38:31:0
2023Q2_day4,vix change 30d,-0.629442131,2026-04-30 38:31:0
2023Q2_day4,high volatility,0.139340417,2026-04-30 38:31:0
2023Q2_day4,cpi,-0.011552541,2026-04-30 38:31:0
2023Q2_day4,unemployment rate,-0.05178819,2026-04-30 38:31:0
2023Q2_day4,analyst sentiment score,0.030195962,2026-04-30 38:31:0
2023Q2_day4,analyst consensus strength,0.195696864,2026-04-30 38:31:0
2023Q2_day4,analyst bullish ratio,-0.472917647,2026-04-30 38:31:0
2023Q2_day5,analyst bearish ratio,0.442962105,2026-04-30 38:31:0
2023Q2_day5,analyst coverage,0.414027406,2026-04-30 38:31:0
2023Q2_day5,analyst rating momentum,-0.18766881,2026-04-30 38:31:0
2023Q2_day5,analyst positive momentum,0.11874106,2026-04-30 38:31:0
2023Q2_day5,analyst price target upside,0.248806037,2026-04-30 38:31:0
2023Q2_day5,reaction days,0.202134753,2026-04-30 38:31:0
2023Q2_day5,cortex sentiment,-0.830183092,2026-04-30 38:31:0
2023Q2_day5,earnings surprise pct,0.397025979,2026-04-30 38:31:0
2023Q2_day5,actual eps,0.784667557,2026-04-30 38:31:0
2023Q2_day5,operating margin,0.351818706,2026-04-30 38:31:0
2023Q2_day5,guidance surprise pct,1.126160093,2026-04-30 38:31:0
2023Q2_day5,guidance eps,0.577631401,2026-04-30 38:31:0
2023Q2_day5,china rev yoy,0.231509613,2026-04-30 38:31:0
2023Q2_day5,revenue qoq,-0.854562786,2026-04-30 38:31:0
2023Q2_day5,beta sp500,0.34462971,2026-04-30 38:31:0
2023Q2_day5,beta sp500 it,-0.521914134,2026-04-30 38:31:0
2023Q2_day5,beta nasdaq,-0.108732282,2026-04-30 38:31:0
2023Q2_day5,cadence return 30d,-0.335900968,2026-04-30 38:31:0
2023Q2_day5,siemens return 30d,-0.388404443,2026-04-30 38:31:0
2023Q2_day5,vix,0.180413394,2026-04-30 38:31:0
2023Q2_day5,vix change 30d,-0.633850601,2026-04-30 38:31:0
2023Q2_day5,high volatility,-0.226748059,2026-04-30 38:31:0
2023Q2_day5,cpi,-0.014076174,2026-04-30 38:31:0
2023Q2_day5,unemployment rate,0.143112248,2026-04-30 38:31:0
2023Q2_day5,analyst sentiment score,-0.453906865,2026-04-30 38:31:0
2023Q2_day5,analyst consensus strength,-0.384897667,2026-04-30 38:31:0
2023Q2_day5,analyst bullish ratio,0.298880046,2026-04-30 38:31:0
2023Q2_day6,analyst bearish ratio,-0.148126975,2026-04-30 38:31:0
2023Q2_day6,analyst coverage,-0.46697457,2026-04-30 38:31:0
2023Q2_day6,analyst rating momentum,-0.128434548,2026-04-30 38:31:0
2023Q2_day6,analyst positive momentum,0.450227937,2026-04-30 38:31:0
2023Q2_day6,analyst price target upside,0.320044348,2026-04-30 38:31:0
2023Q2_day6,reaction days,0.080269573,2026-04-30 38:31:0
2023Q2_day6,cortex sentiment,-0.709554623,2026-04-30 38:31:0
2023Q2_day6,earnings surprise pct,0.607018969,2026-04-30 38:31:0
2023Q2_day6,actual eps,2.04604879,2026-04-30 38:31:0
2023Q2_day6,operating margin,0.114580636,2026-04-30 38:31:0
2023Q2_day6,guidance surprise pct,1.058024988,2026-04-30 38:31:0
2023Q2_day6,guidance eps,1.418170072,2026-04-30 38:31:0
2023Q2_day6,china rev yoy,0.071636748,2026-04-30 38:31:0
2023Q2_day6,revenue qoq,-0.077712644,2026-04-30 38:31:0
2023Q2_day6,beta sp500,-0.058904955,2026-04-30 38:31:0
2023Q2_day6,beta sp500 it,-0.021480378,2026-04-30 38:31:0
2023Q2_day6,beta nasdaq,-0.011166671,2026-04-30 38:31:0
2023Q2_day6,cadence return 30d,0.218288863,2026-04-30 38:31:0
2023Q2_day6,siemens return 30d,0.015583766,2026-04-30 38:31:0
2023Q2_day6,vix,-0.033679961,2026-04-30 38:31:0
2023Q2_day6,vix change 30d,-0.44035829,2026-04-30 38:31:0
2023Q2_day6,high volatility,-0.360682405,2026-04-30 38:31:0
2023Q2_day6,cpi,-0.599460205,2026-04-30 38:31:0
2023Q2_day6,unemployment rate,0.274898302,2026-04-30 38:31:0
2023Q2_day6,analyst sentiment score,-0.292106914,2026-04-30 38:31:0
2023Q2_day6,analyst consensus strength,0.299403033,2026-04-30 38:31:0
2023Q2_day6,analyst bullish ratio,-0.868876613,2026-04-30 38:31:0
2023Q2_day7,analyst bearish ratio,0.626512411,2026-04-30 38:31:0
2023Q2_day7,analyst coverage,-0.041876888,2026-04-30 38:31:0
2023Q2_day7,analyst rating momentum,0.332454845,2026-04-30 38:31:0
2023Q2_day7,analyst positive momentum,-0.311971778,2026-04-30 38:31:0
2023Q2_day7,analyst price target upside,0.272554781,2026-04-30 38:31:0
2023Q2_day7,reaction days,-0.060683113,2026-04-30 38:31:0
2023Q2_day7,cortex sentiment,-0.874261376,2026-04-30 38:31:0
2023Q2_day7,earnings surprise pct,1.948418812,2026-04-30 38:31:0
2023Q2_day7,actual eps,0.68559056,2026-04-30 38:31:0
2023Q2_day7,operating margin,0.065229862,2026-04-30 38:31:0
2023Q2_day7,guidance surprise pct,1.322040638,2026-04-30 38:31:0
2023Q2_day7,guidance eps,1.097409133,2026-04-30 38:31:0
2023Q2_day7,china rev yoy,0.045125672,2026-04-30 38:31:0
2023Q2_day7,revenue qoq,0.109488301,2026-04-30 38:31:0
2023Q2_day7,beta sp500,0.721024676,2026-04-30 38:31:0
2023Q2_day7,beta sp500 it,-0.017285639,2026-04-30 38:31:0
2023Q2_day7,beta nasdaq,0.060329714,2026-04-30 38:31:0
2023Q2_day7,cadence return 30d,0.315196319,2026-04-30 38:31:0
2023Q2_day7,siemens return 30d,0.33165778,2026-04-30 38:31:0
2023Q2_day7,vix,0.193515153,2026-04-30 38:31:0
2023Q2_day7,vix change 30d,-0.080634889,2026-04-30 38:31:0
2023Q2_day7,high volatility,-0.971502456,2026-04-30 38:31:0
2023Q2_day7,cpi,0.49002946,2026-04-30 38:31:0
2023Q2_day7,unemployment rate,-0.343903618,2026-04-30 38:31:0
2023Q2_day7,analyst sentiment score,-0.318418721,2026-04-30 38:31:0
2023Q2_day7,analyst consensus strength,-0.226282755,2026-04-30 38:31:0
2023Q2_day7,analyst bullish ratio,-0.019241504,2026-04-30 38:31:0
2023Q2_day8,analyst bearish ratio,0.098628723,2026-04-30 38:31:0
2023Q2_day8,analyst coverage,0.096407165,2026-04-30 38:31:0
2023Q2_day8,analyst rating momentum,0.126576226,2026-04-30 38:31:0
2023Q2_day8,analyst positive momentum,0.484113381,2026-04-30 38:31:0
2023Q2_day8,analyst price target upside,0.24070686,2026-04-30 38:31:0
2023Q2_day8,reaction days,0.101168673,2026-04-30 38:31:0
2023Q2_day8,cortex sentiment,0.078452301,2026-04-30 38:31:0
2023Q2_day8,earnings surprise pct,1.513682293,2026-04-30 38:31:0
2023Q2_day8,actual eps,0.063435311,2026-04-30 38:31:0
2023Q2_day8,operating margin,0.179220021,2026-04-30 38:31:0
2023Q2_day8,guidance surprise pct,1.220703645,2026-04-30 38:31:0
2023Q2_day8,guidance eps,0.621461898,2026-04-30 38:31:0
2023Q2_day8,china rev yoy,0.412712044,2026-04-30 38:31:0
2023Q2_day8,revenue qoq,-0.045016676,2026-04-30 38:31:0
2023Q2_day8,beta sp500,0.037672936,2026-04-30 38:31:0
2023Q2_day8,beta sp500 it,-0.051921547,2026-04-30 38:31:0
2023Q2_day8,beta nasdaq,0.004673714,2026-04-30 38:31:0
2023Q2_day8,cadence return 30d,-0.328882526,2026-04-30 38:31:0
2023Q2_day8,siemens return 30d,-0.432015265,2026-04-30 38:31:0
2023Q2_day8,vix,0.397252532,2026-04-30 38:31:0
2023Q2_day8,vix change 30d,-0.823480674,2026-04-30 38:31:0
2023Q2_day8,high volatility,-0.895696175,2026-04-30 38:31:0
2023Q2_day8,cpi,-0.646017034,2026-04-30 38:31:0
2023Q2_day8,unemployment rate,-0.191688524,2026-04-30 38:31:0
2023Q2_day8,analyst sentiment score,-1.293853876,2026-04-30 38:31:0
2023Q2_day8,analyst consensus strength,0.492604548,2026-04-30 38:31:0
2023Q2_day8,analyst bullish ratio,0.302945127,2026-04-30 38:31:0
2023Q2_day9,analyst bearish ratio,-0.206445104,2026-04-30 38:31:0
2023Q2_day9,analyst coverage,0.675730742,2026-04-30 38:31:0
2023Q2_day9,analyst rating momentum,0.294529646,2026-04-30 38:31:0
2023Q2_day9,analyst positive momentum,-0.097449415,2026-04-30 38:31:0
2023Q2_day9,analyst price target upside,-0.349881143,2026-04-30 38:31:0
2023Q2_day9,reaction days,0.608188515,2026-04-30 38:31:0
2023Q2_day9,cortex sentiment,-1.33374348,2026-04-30 38:31:0
2023Q2_day9,earnings surprise pct,-0.187239248,2026-04-30 38:31:0
2023Q2_day9,actual eps,1.413542259,2026-04-30 38:31:0
2023Q2_day9,operating margin,0.731925722,2026-04-30 38:31:0
2023Q2_day9,guidance surprise pct,1.630563691,2026-04-30 38:31:0
2023Q2_day9,guidance eps,1.138345472,2026-04-30 38:31:0
2023Q2_day9,china rev yoy,0.178426302,2026-04-30 38:31:0
2023Q2_day9,revenue qoq,0.256024668,2026-04-30 38:31:0
2023Q2_day9,beta sp500,0.227678577,2026-04-30 38:31:0
2023Q2_day9,beta sp500 it,0.084357427,2026-04-30 38:31:0
2023Q2_day9,beta nasdaq,0.031260331,2026-04-30 38:31:0
2023Q2_day9,cadence return 30d,-0.018777938,2026-04-30 38:31:0
2023Q2_day9,siemens return 30d,-0.226189377,2026-04-30 38:31:0
2023Q2_day9,vix,-0.540337538,2026-04-30 38:31:0
2023Q2_day9,vix change 30d,-1.246478407,2026-04-30 38:31:0
2023Q2_day9,high volatility,-0.449169813,2026-04-30 38:31:0
2023Q2_day9,cpi,-0.296577332,2026-04-30 38:31:0
2023Q2_day9,unemployment rate,-0.331076795,2026-04-30 38:31:0
2023Q2_day9,analyst sentiment score,-0.392063509,2026-04-30 38:31:0
